Player,Pos,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Declan Rice,MF,37,36,3273,36.4,4,1,5,4,0,1,5,0,2.4,1.6,3.2,4.8,88.0,240.0,37.0,0.11,0.03,0.14,0.11,0.14,0.07,0.09,0.15,0.04,0.13
Chris Richards,DF,9,4,447,5.0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.2,0.14,0.2
Richarlison,"MF,FW",27,12,1010,11.2,1,3,4,1,0,0,3,0,3.3,3.3,2.2,5.5,33.0,28.0,75.0,0.09,0.27,0.36,0.09,0.36,0.29,0.2,0.49,0.29,0.49
Marco Richter,"MF,FW",29,21,1836,20.4,6,5,11,6,0,0,8,0,3.7,3.7,2.9,6.6,38.0,68.0,102.0,0.29,0.25,0.54,0.29,0.54,0.18,0.14,0.32,0.18,0.32
Diego Rico,DF,19,17,1556,17.3,0,0,0,0,0,0,3,0,0.2,0.2,1.5,1.7,30.0,59.0,69.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1
Jaïro Riedewald,"DF,MF",6,0,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
Manuel Riemann,GK,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomás Rincón,MF,33,29,2469,27.4,0,2,2,0,0,0,7,1,0.6,0.6,1.2,1.8,26.0,119.0,35.0,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.07,0.02,0.07
Rémy Riou,GK,7,6,601,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renaud Ripart,"FW,MF",26,15,1320,14.7,4,1,5,4,0,0,4,0,3.5,3.5,1.9,5.4,28.0,47.0,104.0,0.27,0.07,0.34,0.27,0.34,0.24,0.13,0.37,0.24,0.37
Rodrigo Riquelme,"MF,FW",33,24,2121,23.6,4,4,8,4,0,0,1,0,4.0,4.0,3.6,7.6,112.0,85.0,164.0,0.17,0.17,0.34,0.17,0.34,0.17,0.15,0.32,0.17,0.32
Matt Ritchie,"FW,MF",7,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24
Sergi Roberto,"DF,MF",22,14,1218,13.5,4,1,5,4,0,0,3,0,2.4,2.4,0.8,3.2,47.0,93.0,63.0,0.3,0.07,0.37,0.3,0.37,0.18,0.06,0.24,0.18,0.24
Lucas Robertone,MF,36,33,2753,30.6,2,7,9,2,0,0,7,0,2.6,2.6,6.5,9.1,44.0,150.0,91.0,0.07,0.23,0.29,0.07,0.29,0.08,0.21,0.3,0.08,0.3
Andrew Robertson,DF,34,29,2583,28.7,0,8,8,0,0,0,3,0,1.3,1.3,6.1,7.4,80.0,166.0,194.0,0.0,0.28,0.28,0.0,0.28,0.05,0.21,0.26,0.05,0.26
Antonee Robinson,DF,35,35,3088,34.3,0,1,1,0,0,0,8,0,0.1,0.1,1.3,1.4,112.0,129.0,153.0,0.0,0.03,0.03,0.0,0.03,0.0,0.04,0.04,0.0,0.04
Joel Robles,GK,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Roca,"MF,FW",5,0,84,0.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31
Marc Roca,MF,32,29,2315,25.7,1,2,3,1,0,0,7,0,2.1,2.1,2.9,5.0,25.0,172.0,28.0,0.04,0.08,0.12,0.04,0.12,0.08,0.11,0.19,0.08,0.19
Enzo Roco,DF,21,18,1582,17.6,0,0,0,0,0,0,7,1,0.6,0.6,0.0,0.6,5.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04
Marek Rodák,GK,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Rode,MF,27,19,1414,15.7,4,1,5,4,0,0,6,0,0.9,0.9,0.9,1.8,23.0,105.0,39.0,0.25,0.06,0.32,0.25,0.32,0.06,0.06,0.11,0.06,0.11
Joe Rodon,DF,15,15,1327,14.7,1,0,1,1,0,0,2,1,0.9,0.9,0.0,0.9,5.0,44.0,0.0,0.07,0.0,0.07,0.07,0.07,0.06,0.0,0.06,0.06,0.06
Rodri,MF,36,34,2911,32.3,2,6,8,2,0,0,5,0,4.6,4.6,4.1,8.7,76.0,260.0,37.0,0.06,0.19,0.25,0.06,0.25,0.14,0.13,0.27,0.14,0.27
Rodrigo,"FW,MF",31,23,1935,21.5,13,1,14,12,1,1,6,0,8.1,7.3,1.8,9.1,40.0,44.0,143.0,0.6,0.05,0.65,0.56,0.6,0.38,0.08,0.46,0.34,0.42
Rodrigo,"FW,MF",29,19,1570,17.4,2,3,5,2,0,0,0,0,1.4,1.4,2.1,3.6,57.0,102.0,102.0,0.11,0.17,0.29,0.11,0.29,0.08,0.12,0.21,0.08,0.21
Ángel Rodríguez,"FW,MF",16,2,372,4.1,0,0,0,0,0,0,1,0,2.1,2.1,0.1,2.2,3.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.52,0.02,0.53,0.52,0.53
Óscar Rodríguez Arnaiz,MF,32,18,1685,18.7,2,0,2,2,0,0,6,0,3.5,3.5,2.2,5.7,28.0,116.0,37.0,0.11,0.0,0.11,0.11,0.11,0.19,0.12,0.3,0.19,0.3
Dani Rodríguez,MF,34,25,2010,22.3,3,4,7,3,0,0,8,0,2.0,2.0,2.0,4.0,40.0,71.0,61.0,0.13,0.18,0.31,0.13,0.31,0.09,0.09,0.18,0.09,0.18
Guido Rodríguez,MF,33,32,2782,30.9,1,0,1,1,0,0,8,0,1.2,1.2,0.4,1.6,11.0,122.0,18.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05
Miguel Rodríguez,"MF,FW",7,3,252,2.8,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,10.0,6.0,22.0,0.36,0.36,0.71,0.36,0.71,0.07,0.05,0.12,0.07,0.12
Pablo Rodríguez,"FW,MF",4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Ricardo Rodríguez,DF,34,29,2613,29.0,0,0,0,0,0,0,3,0,0.4,0.4,1.9,2.4,48.0,133.0,50.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
Rodrygo,"FW,MF",33,24,2289,25.4,9,8,17,8,1,1,4,0,13.2,12.4,6.8,19.2,141.0,78.0,255.0,0.35,0.31,0.67,0.31,0.63,0.52,0.27,0.79,0.49,0.75
Mads Roerslev,DF,20,12,1108,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12
Agustín Rogel,DF,20,14,1426,15.8,0,1,1,0,0,0,7,0,0.8,0.8,0.0,0.8,1.0,23.0,2.0,0.0,0.06,0.06,0.0,0.06,0.05,0.0,0.05,0.05,0.05
Rogério,DF,35,33,2910,32.3,0,3,3,0,0,0,5,0,0.5,0.5,2.7,3.2,107.0,183.0,111.0,0.0,0.09,0.09,0.0,0.09,0.02,0.08,0.1,0.02,0.1
Merlin Röhl,"MF,FW",3,0,57,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,1.0,4.0,0.0,1.58,1.58,0.0,1.58,0.0,0.73,0.73,0.0,0.73
Tony Rölke,FW,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filippo Romagna,DF,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessio Romagnoli,DF,33,32,2852,31.7,1,0,1,1,0,0,6,0,1.2,1.2,0.1,1.3,3.0,61.0,3.0,0.03,0.0,0.03,0.03,0.03,0.04,0.0,0.04,0.04,0.04
Simone Romagnoli,DF,6,1,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Cristian Romero,DF,27,26,2364,26.3,0,1,1,0,0,0,11,1,1.5,1.5,1.2,2.6,19.0,92.0,9.0,0.0,0.04,0.04,0.0,0.04,0.06,0.05,0.1,0.06,0.1
Iván Romero,MF,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Romero,FW,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4.0,4.0,21.0,0.6,0.0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55
Oriol Romeu,MF,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oriol Romeu,MF,32,32,2860,31.8,2,0,2,2,0,0,10,1,1.8,1.8,0.9,2.7,15.0,131.0,16.0,0.06,0.0,0.06,0.06,0.06,0.06,0.03,0.08,0.06,0.08
Cristiano Ronaldo,FW,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9.0,12.0,33.0,0.17,0.0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4
Connor Ronan,MF,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomón Rondón,FW,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.66,0.13,0.79,0.66,0.79
Valentin Rongier,MF,36,34,3032,33.7,1,2,3,1,0,0,8,0,1.7,1.7,2.7,4.4,57.0,238.0,72.0,0.03,0.06,0.09,0.03,0.09,0.05,0.08,0.13,0.05,0.13
Marten de Roon,MF,34,33,2874,31.9,3,1,4,3,0,0,7,0,1.1,1.1,1.8,2.9,18.0,166.0,21.0,0.09,0.03,0.13,0.09,0.13,0.03,0.06,0.09,0.03,0.09
Pablo Rosario,"MF,DF",30,16,1677,18.6,0,1,1,0,0,0,6,0,0.9,0.9,1.8,2.7,18.0,109.0,42.0,0.0,0.05,0.05,0.0,0.05,0.05,0.1,0.15,0.05,0.15
Tom Rothe,DF,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
Joe Rothwell,MF,20,12,1016,11.3,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.2,12.0,33.0,12.0,0.0,0.09,0.09,0.0,0.09,0.01,0.09,0.1,0.01,0.1
Anthony Rouault,DF,36,36,3224,35.8,2,1,3,2,0,0,4,1,3.3,3.3,0.8,4.1,10.0,134.0,6.0,0.06,0.03,0.08,0.06,0.08,0.09,0.02,0.12,0.09,0.12
Jérôme Roussillon,"MF,DF",4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
Jérôme Roussillon,DF,16,11,957,10.6,0,2,2,0,0,0,2,0,0.5,0.5,1.1,1.7,18.0,28.0,42.0,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16
Nicolò Rovella,MF,24,20,1650,18.3,1,1,2,1,0,0,4,1,1.2,1.2,1.7,2.9,23.0,92.0,16.0,0.05,0.05,0.11,0.05,0.11,0.07,0.09,0.16,0.07,0.16
Nicolò Rovella,MF,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
Amir Rrahmani,DF,28,26,2358,26.2,2,1,3,2,0,0,2,0,1.8,1.8,1.0,2.9,21.0,127.0,5.0,0.08,0.04,0.11,0.08,0.11,0.07,0.04,0.11,0.07,0.11
Ruan,DF,22,20,1631,18.1,0,0,0,0,0,0,11,2,0.5,0.5,0.0,0.5,6.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Rubén,"DF,MF",18,9,888,9.9,0,2,2,0,0,0,1,0,0.5,0.5,1.5,2.0,34.0,14.0,57.0,0.0,0.2,0.2,0.0,0.2,0.05,0.15,0.2,0.05,0.2
Antonio Rüdiger,DF,32,25,2325,25.8,1,0,1,1,0,0,1,0,1.7,1.7,0.1,1.8,20.0,57.0,8.0,0.04,0.0,0.04,0.04,0.04,0.07,0.0,0.07,0.07,0.07
Sebastian Rudy,MF,22,6,794,8.8,0,1,1,0,0,0,3,0,0.2,0.2,0.8,0.9,7.0,42.0,7.0,0.0,0.11,0.11,0.0,0.11,0.02,0.09,0.11,0.02,0.11
Daniele Rugani,DF,8,6,563,6.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Matteo Ruggeri,"DF,MF",15,8,829,9.2,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.5,22.0,55.0,65.0,0.0,0.11,0.11,0.0,0.11,0.06,0.1,0.16,0.06,0.16
Mário Rui,DF,21,20,1674,18.6,0,6,6,0,0,0,2,1,0.6,0.6,3.9,4.5,52.0,147.0,92.0,0.0,0.32,0.32,0.0,0.32,0.03,0.21,0.24,0.03,0.24
Aitor Ruibal,"DF,FW",25,15,1409,15.7,0,0,0,0,0,0,4,1,0.8,0.8,2.1,3.0,37.0,59.0,66.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.19,0.05,0.19
Kays Ruiz,MF,1,1,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabián Ruiz Peña,MF,27,21,1892,21.0,3,2,5,3,0,0,0,0,2.8,2.8,2.1,4.9,32.0,128.0,86.0,0.14,0.1,0.24,0.14,0.24,0.13,0.1,0.23,0.13,0.23
Víctor Ruiz,DF,10,5,560,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Gerónimo Rulli,GK,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Russo,DF,3,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georginio Rutter,"FW,MF",11,1,273,3.0,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,5.0,6.0,21.0,0.0,0.33,0.33,0.0,0.33,0.13,0.1,0.22,0.13,0.22
Georginio Rutter,FW,15,11,1009,11.2,2,2,4,2,0,0,2,0,3.0,3.0,2.3,5.4,32.0,25.0,75.0,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48
Julian Ryerson,DF,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1
Julian Ryerson,DF,17,17,1410,15.7,1,1,2,1,0,0,2,0,0.5,0.5,1.5,2.0,54.0,55.0,69.0,0.06,0.06,0.13,0.06,0.13,0.03,0.1,0.13,0.03,0.13
Frederik Rønnow,GK,29,29,2610,29.0,0,1,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
José Sá,GK,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssouf Sabaly,DF,22,18,1635,18.2,1,1,2,1,0,0,2,0,0.5,0.5,0.8,1.3,39.0,71.0,61.0,0.06,0.06,0.11,0.06,0.11,0.03,0.04,0.07,0.03,0.07
Halid Šabanović,DF,14,7,584,6.5,2,0,2,2,0,0,1,1,0.9,0.9,0.0,1.0,4.0,18.0,23.0,0.31,0.0,0.31,0.31,0.31,0.14,0.01,0.15,0.14,0.15
Abdelhamid Sabiri,"MF,FW",18,12,1068,11.9,2,0,2,1,1,2,5,0,3.0,1.4,1.4,2.8,7.0,49.0,54.0,0.17,0.0,0.17,0.08,0.08,0.26,0.12,0.38,0.11,0.23
Marcel Sabitzer,MF,11,7,627,7.0,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24
Marcel Sabitzer,MF,15,7,628,7.0,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2
Falaye Sacko,DF,34,28,2490,27.7,1,3,4,1,0,0,3,0,0.8,0.8,1.1,1.9,47.0,74.0,69.0,0.04,0.11,0.14,0.04,0.14,0.03,0.04,0.07,0.03,0.07
Umar Sadiq,FW,3,3,240,2.7,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.6,5.0,2.0,7.0,0.75,0.0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61
Umar Sadiq,FW,2,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0.0,1.0,6.0,1.1,0.0,1.1,1.1,1.1,0.5,0.0,0.5,0.5,0.5
Alexis Saelemaekers,"FW,DF",29,14,1395,15.5,2,2,4,2,0,0,1,0,2.4,2.4,3.2,5.6,52.0,51.0,141.0,0.13,0.13,0.26,0.13,0.26,0.15,0.2,0.36,0.15,0.36
Wesley Saïd,"FW,MF",20,6,618,6.9,5,0,5,5,0,0,2,0,3.1,3.1,0.9,4.0,16.0,26.0,59.0,0.73,0.0,0.73,0.73,0.73,0.45,0.13,0.59,0.45,0.59
Allan Saint-Maximin,FW,25,12,1120,12.4,1,5,6,1,0,0,1,0,1.6,1.6,4.6,6.2,93.0,69.0,111.0,0.08,0.4,0.48,0.08,0.48,0.13,0.37,0.5,0.13,0.5
Théo Sainte-Luce,DF,8,6,454,5.0,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1.0,3.0,14.0,33.0,0.2,0.2,0.4,0.2,0.4,0.08,0.13,0.21,0.08,0.21
Samuel Sáiz,MF,8,1,240,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5.0,17.0,18.0,0.75,0.0,0.75,0.0,0.0,0.64,0.08,0.72,0.05,0.13
Bukayo Saka,FW,38,37,3181,35.3,14,11,25,12,2,3,6,0,11.2,9.1,8.5,17.6,179.0,109.0,520.0,0.4,0.31,0.71,0.34,0.65,0.32,0.24,0.56,0.26,0.5
Hamza Sakhi,MF,26,18,1624,18.0,1,2,3,1,0,0,1,0,1.7,1.7,3.1,4.8,42.0,132.0,74.0,0.06,0.11,0.17,0.06,0.17,0.1,0.17,0.27,0.1,0.27
Mamadou Sakho,DF,15,7,763,8.5,1,0,1,1,0,0,2,0,0.5,0.5,0.2,0.7,0.0,33.0,2.0,0.12,0.0,0.12,0.12,0.12,0.06,0.02,0.08,0.06,0.08
Jacopo Sala,MF,6,1,112,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Ibrahim Salah,"FW,MF",13,1,227,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,13.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.24,0.1,0.24
Mohamed Salah,FW,38,37,3290,36.6,19,12,31,17,2,4,2,0,21.7,18.5,7.7,26.2,120.0,149.0,421.0,0.52,0.33,0.85,0.47,0.79,0.59,0.21,0.8,0.51,0.72
Amine Salama,"FW,MF",25,12,1249,13.9,3,1,4,3,0,0,1,0,3.0,3.0,1.5,4.5,35.0,21.0,94.0,0.22,0.07,0.29,0.22,0.29,0.22,0.11,0.33,0.22,0.33
William Saliba,DF,27,27,2415,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13.0,99.0,2.0,0.07,0.04,0.11,0.07,0.11,0.03,0.04,0.08,0.03,0.08
Dikeni Salifou,MF,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Salisu,DF,22,21,1973,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5.0,82.0,4.0,0.0,0.05,0.05,0.0,0.05,0.07,0.03,0.1,0.07,0.1
Roland Sallai,"MF,FW",19,10,1002,11.1,1,3,4,1,0,0,6,0,2.6,2.6,1.3,3.9,22.0,17.0,71.0,0.09,0.27,0.36,0.09,0.36,0.24,0.11,0.35,0.24,0.35
Yoann Salmier,DF,31,30,2556,28.4,1,0,1,1,0,0,5,1,1.1,1.1,0.4,1.6,23.0,119.0,9.0,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
Salvi,"FW,MF",23,4,472,5.2,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1.0,25.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.2,0.08,0.2
Lazar Samardzic,MF,36,18,1760,19.6,5,4,9,5,0,0,1,0,2.4,2.4,3.6,6.0,34.0,98.0,64.0,0.26,0.2,0.46,0.26,0.46,0.12,0.18,0.31,0.12,0.31
Diadie Samassékou,"MF,FW",2,1,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mama Samba Baldé,FW,33,29,2575,28.6,12,3,15,10,2,2,6,2,10.5,9.0,2.1,11.1,46.0,55.0,173.0,0.42,0.1,0.52,0.35,0.45,0.37,0.07,0.44,0.31,0.39
Brice Samba,GK,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Sambi Lokonga,MF,6,2,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Albert Sambi Lokonga,MF,9,6,536,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Junior Sambia,DF,21,7,682,7.6,0,1,1,0,0,0,3,0,0.6,0.6,1.5,2.1,21.0,27.0,35.0,0.0,0.13,0.13,0.0,0.13,0.08,0.2,0.28,0.08,0.28
Samuel,"FW,MF",37,32,2830,31.4,6,1,7,6,0,0,4,0,7.5,7.5,2.0,9.5,138.0,90.0,254.0,0.19,0.03,0.22,0.19,0.22,0.24,0.06,0.3,0.24,0.3
Fede San Emeterio,MF,32,23,1764,19.6,0,0,0,0,0,0,13,0,0.2,0.2,0.2,0.4,1.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Antonio Sanabria,FW,32,27,2342,26.0,12,4,16,11,1,1,4,0,8.7,7.9,2.9,10.8,17.0,45.0,133.0,0.46,0.15,0.61,0.42,0.58,0.33,0.11,0.45,0.3,0.42
Leandro Sanca,"FW,MF",4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oihan Sancet,MF,35,31,2456,27.3,9,2,11,7,2,2,5,1,7.1,5.5,3.5,9.0,89.0,154.0,153.0,0.33,0.07,0.4,0.26,0.33,0.26,0.13,0.39,0.2,0.33
Renato Sanches,MF,22,6,684,7.6,2,0,2,2,0,0,1,0,1.1,1.1,1.7,2.8,30.0,55.0,23.0,0.26,0.0,0.26,0.26,0.26,0.14,0.22,0.37,0.14,0.37
Alexis Sánchez,"FW,MF",34,31,2615,29.1,14,3,17,12,2,3,3,0,12.5,10.1,5.6,15.7,41.0,127.0,223.0,0.48,0.1,0.59,0.41,0.52,0.43,0.19,0.62,0.35,0.54
Antonio Sánchez,"MF,DF",31,11,1070,11.9,0,0,0,0,0,0,5,0,0.6,0.6,0.8,1.4,21.0,34.0,56.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12
Davinson Sánchez,DF,18,8,858,9.5,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,5.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11
Iván Sánchez,"MF,FW",25,13,1154,12.8,1,1,2,1,0,0,0,0,0.8,0.8,1.6,2.4,58.0,65.0,61.0,0.08,0.08,0.16,0.08,0.16,0.06,0.12,0.19,0.06,0.19
Javi Sánchez,DF,31,27,2376,26.4,1,0,1,1,0,0,11,0,0.7,0.7,0.1,0.8,21.0,73.0,5.0,0.04,0.0,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03
Manuel Sánchez,DF,30,21,2034,22.6,0,2,2,0,0,0,3,0,0.8,0.8,1.9,2.6,41.0,99.0,105.0,0.0,0.09,0.09,0.0,0.09,0.03,0.08,0.12,0.03,0.12
Robert Sánchez,GK,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,"FW,MF",26,21,1686,18.7,6,3,9,6,0,0,0,0,4.2,4.2,5.0,9.2,88.0,76.0,173.0,0.32,0.16,0.48,0.32,0.48,0.22,0.27,0.49,0.22,0.49
Alex Sandro,DF,25,21,1787,19.9,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,51.0,97.0,25.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05
