Player,Pos,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Lautaro Blanco,"DF,MF",16,8,782,8.7,0,2,2,0,0,0,2,0,0.0,0.0,1.5,1.6,34.0,24.0,65.0,0.0,0.23,0.23,0.0,0.23,0.0,0.18,0.18,0.0,0.18
Rubén Blanco,GK,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovic Blas,"MF,FW",36,29,2723,30.3,7,4,11,5,2,4,5,0,9.1,6.2,5.1,11.3,115.0,145.0,242.0,0.23,0.13,0.36,0.17,0.3,0.3,0.17,0.47,0.2,0.37
Janis Blaswich,GK,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miha Blažič,DF,23,21,1889,21.0,2,0,2,2,0,0,4,0,1.6,1.6,0.1,1.6,0.0,57.0,0.0,0.1,0.0,0.1,0.1,0.1,0.07,0.0,0.08,0.07,0.08
Joaquín Blázquez,GK,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Blin,MF,34,25,2284,25.4,1,0,1,1,0,0,8,0,2.4,2.4,1.0,3.4,13.0,94.0,31.0,0.04,0.0,0.04,0.04,0.04,0.09,0.04,0.13,0.09,0.13
Daley Blind,"DF,MF",4,1,134,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
Myron Boadu,FW,12,3,295,3.3,3,0,3,3,0,0,0,0,2.6,2.6,0.3,2.9,5.0,3.0,21.0,0.92,0.0,0.92,0.92,0.92,0.79,0.09,0.88,0.79,0.88
Jérôme Boateng,DF,7,5,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Kevin-Prince Boateng,MF,16,5,467,5.2,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,2.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
Antonin Bobichon,MF,3,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.28,1.01,1.3,0.28,1.3
Jean-Paul Boëtius,MF,21,10,1050,11.7,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,4.0,61.0,23.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.1,0.05,0.1
Jeremie Boga,"MF,FW",23,5,782,8.7,2,5,7,2,0,0,0,0,1.9,1.9,2.8,4.7,64.0,53.0,78.0,0.23,0.58,0.81,0.23,0.81,0.22,0.33,0.54,0.22,0.54
Emil Bohinen,MF,23,8,770,8.6,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.8,9.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
Quentin Boisgard,MF,5,1,184,2.0,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,7.0,11.0,15.0,0.49,0.0,0.49,0.49,0.49,0.19,0.05,0.25,0.19,0.25
Willy Boly,DF,11,9,685,7.6,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,1.0,12.0,0.0,0.0,0.13,0.13,0.0,0.13,0.01,0.03,0.03,0.01,0.03
Giacomo Bonaventura,MF,29,21,1877,20.9,5,1,6,5,0,0,4,1,4.3,4.3,3.1,7.4,62.0,98.0,91.0,0.24,0.05,0.29,0.24,0.29,0.21,0.15,0.36,0.21,0.36
Federico Bonazzoli,"FW,MF",24,12,1119,12.4,2,1,3,2,0,0,1,0,2.4,2.4,1.1,3.5,11.0,43.0,67.0,0.16,0.08,0.24,0.16,0.24,0.19,0.09,0.28,0.19,0.28
Warren Bondo,MF,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
Theo Bongonda,"MF,FW",30,23,1880,20.9,4,3,7,3,1,1,2,0,5.2,4.4,2.3,6.7,72.0,39.0,101.0,0.19,0.14,0.34,0.14,0.29,0.25,0.11,0.36,0.21,0.32
Kevin Bonifazi,DF,12,8,812,9.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03
Leonardo Bonucci,DF,15,8,791,8.8,1,0,1,1,0,1,2,0,0.9,0.1,0.2,0.3,2.0,25.0,1.0,0.11,0.0,0.11,0.11,0.11,0.11,0.02,0.13,0.01,0.03
Neto Borges,DF,32,32,2745,30.5,3,1,4,3,0,0,4,2,3.1,3.1,2.6,5.7,66.0,96.0,178.0,0.1,0.03,0.13,0.1,0.13,0.1,0.09,0.19,0.1,0.19
Yvandro Borges Sanches,"FW,MF",3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
Sebastiaan Bornauw,DF,26,23,1928,21.4,1,0,1,1,0,0,8,0,0.4,0.4,0.1,0.5,6.0,85.0,6.0,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.02,0.02,0.02
Rafael Borré,"MF,FW",32,10,1078,12.0,2,2,4,1,1,1,5,0,4.1,3.3,1.9,5.1,26.0,34.0,102.0,0.17,0.17,0.33,0.08,0.25,0.34,0.16,0.5,0.27,0.43
Erik Botheim,"MF,FW",27,8,805,8.9,1,3,4,1,0,0,2,0,0.6,0.6,1.8,2.3,11.0,20.0,58.0,0.11,0.34,0.45,0.11,0.45,0.07,0.2,0.26,0.07,0.26
Sven Botman,DF,36,35,3127,34.7,0,0,0,0,0,0,2,0,2.5,2.5,1.0,3.5,8.0,87.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
Kenji-Van Boto,DF,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Kouamé Botué,"FW,MF",8,2,229,2.5,0,0,0,0,0,0,0,0,1.2,1.2,0.1,1.3,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.48,0.05,0.53,0.48,0.53
